"","Estacao","Data_de_Amostragem","Ano","Hora_de_Amostragem","Latitude","Longitude","Aluminio_dissolvido","Aluminio_total","Bario_total","Calcio_total","Chumbo_total","Cobre_dissolvido","Cobre_total","Cromo_hexavalente","Cromo_total","Cromo_trivalente","Estanho_total","Ferro_dissolvido","Ferro_total","Magnesio_total","Manganes_total","Manganes_dissolvido","Niquel_total","Potassio_total","Potassio_dissolvido","Sodio_dissolvido","Sodio_total","Condutividade_eletrica_in_loco","Condutividade_eletrica_laboratorio","Fluoreto_ionizado","Fosforo_total","Solidos_dissolvidos_totais","Solidos_em_suspensao_totais","Solidos_totais","Turbidez"
"1628","RD045",2020-01-23,"2020",1899-12-31 15:25:00,-18.86,-41.83,0.323941612,NA,0.041,4.3,0.005,0.004,NA,NA,0.04,NA,NA,0.917248385,NA,2.6,0.193,0.01,0.004,NA,2.03620926,3.82838926,NA,52.8,NA,NA,0.06,81,87,168,173
"1629","RD053",2020-01-28,"2020",1899-12-31 09:25:00,-18.97,-41.65,0.156545585,NA,0.084,3.2,0.014545585,0.004,NA,NA,0.04,NA,NA,0.347084707,NA,1.4,0.193,0.03,0.0062298049,NA,2.860571888,2.351513944,NA,54.3,NA,NA,0.3,183,224,407,925
"1630","RD058",2020-01-28,"2020",1899-12-31 13:15:00,-19.17,-41.46,0.120005699,NA,0.135,2.7,0.0218331102,0.004,NA,NA,0.04,NA,NA,0.268270039,NA,1.5,0.709,0.03,0.0124178175,NA,2.352632557,1.94721219,NA,39.4,NA,NA,0.26,167,537,704,1346
"1631","RD059",2020-01-24,"2020",1899-12-31 14:40:00,-19.35,-41.24,0.240440073,NA,0.071,4.2,0.0102649657,0.008649281,NA,NA,0.04,NA,NA,0.470421799,NA,2.3,0.164,0.01,0.0217218551,NA,2.725774981,4.366822292,NA,61.8,NA,NA,0.13,135,133,268,238
"1632","RD067",2020-01-24,"2020",1899-12-31 15:35:00,-19.51,-41.01,0.305972604,NA,0.094,4.6,0.005,0.007070214,NA,NA,0.04,NA,NA,0.392534328,NA,2.6,0.115,0.003,0.004,NA,2.989493387,4.657088484,NA,61.9,NA,NA,0.19,207,174,381,357
"1633","RD071",2020-01-14,"2020",1899-12-31 09:15:00,-20.28,-43.03,0.13158672,NA,0.032,3.4,0.005,0.004,NA,NA,0.04,NA,NA,0.208243276,NA,2,0.485,0.02,0.004,NA,0.980813022,2.41828512,NA,75,NA,NA,0.07,43,38,81,98.1
"1634","RD072",2020-01-15,"2020",1899-12-31 16:05:00,-20.27,-42.92,0.132256821,NA,0.038,3,0.005,0.004,NA,NA,0.04,NA,NA,0.525198781,NA,2,0.339,0.01,0.004,NA,1.799047989,2.669587212,NA,49,NA,NA,0.15,32,130,162,131
"1635","RD083",2020-01-23,"2020",1899-12-31 12:05:00,-19.1,-42.15,0.131556667,NA,0.031,3.5,0.005,0.004,NA,NA,0.04,NA,NA,0.289136867,NA,2.3,0.143,0.01,0.004,NA,1.925008735,2.764617321,NA,44.7,NA,NA,0.17,76,153,229,273
"1636","RD011",2020-02-03,"2020",1899-12-31 13:20:00,-20.29,-43.07,0.09235524392,NA,NA,NA,0.0068733676,0.004,NA,NA,0.04,NA,NA,0.2445672841,NA,NA,1.55021950675119,0.03952753274005,0.004,NA,NA,NA,NA,37.1,NA,NA,0.11,57,118,175,307
"1637","RD019",2020-02-04,"2020",1899-12-31 08:15:00,-20.02,-42.75,0.239545672,NA,NA,NA,0.0078728991,0.004,NA,NA,0.04,NA,NA,0.4614780594,NA,NA,0.63371896410119,0.01760429686005,0.004,NA,NA,NA,NA,46.7,NA,NA,0.26,88,182,270,285
"1638","RD023",2020-02-04,"2020",1899-12-31 10:15:00,-19.76,-42.48,0.4227626294,NA,NA,NA,0.0067781747,0.004,NA,NA,0.04,NA,NA,1.144947384,NA,NA,0.49455936979119,0.02623795748005,0.00705526396666667,NA,NA,NA,NA,50.2,NA,NA,0.15,85,150,235,197
"1639","RD033",2020-02-04,"2020",1899-12-31 14:00:00,-19.33,-42.38,0.1319475898,NA,NA,NA,0.0065841644,0.004,NA,NA,0.04,NA,NA,0.3396877981,NA,NA,0.45944450330119,0.00919062830905,0.004,NA,NA,NA,NA,60.8,NA,NA,0.16,86,95,181,196
"1640","RD035",2020-02-04,"2020",1899-12-31 12:00:00,-19.49,-42.49,0.09710018299,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2487502328,NA,NA,0.39865922127119,0.00794289481305,0.004,NA,NA,NA,NA,53.4,NA,NA,0.13,93,93,186,193
"1641","RD044",2020-02-05,"2020",1899-12-31 09:50:00,-18.88,-41.95,0.1922731663,NA,NA,NA,0.0061071747,0.004,NA,NA,0.04,NA,NA,0.4717590012,NA,NA,0.13534047239119,0.02270515983005,0.004,NA,NA,NA,NA,58.2,NA,NA,0.08,70,70,140,117
"1642","RD045",2020-02-05,"2020",1899-12-31 11:20:00,-18.86,-41.83,0.1616745781,NA,NA,NA,0.00712011355,0.004,NA,NA,0.04,NA,NA,0.3901062001,NA,NA,0.15362673566119,0.01319978917005,0.004,NA,NA,NA,NA,55.2,NA,NA,0.05,76,76,152,120
"1643","RD053",2020-02-05,"2020",1899-12-31 13:30:00,-18.97,-41.65,0.1653434614,NA,NA,NA,0.0067766226,0.004,NA,NA,0.04,NA,NA,0.4046890869,NA,NA,0.19773416166119,0.06089788686005,0.004,NA,NA,NA,NA,59.3,NA,NA,0.07,78,60,138,143
"1644","RD058",2020-02-06,"2020",1899-12-31 08:30:00,-19.17,-41.46,0.1720708889,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.4516649628,NA,NA,0.15910812432119,0.00674845544505,0.004,NA,NA,NA,NA,62.1,NA,NA,0.06,99,39,138,134
"1645","RD059",2020-02-06,"2020",1899-12-31 10:15:00,-19.35,-41.24,0.2316743102,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.5457202199,NA,NA,0.14792866460119,0.00719935383705,0.004,NA,NA,NA,NA,65.6,NA,NA,0.05,86,54,140,127
"1646","RD067",2020-02-06,"2020",1899-12-31 11:50:00,-19.51,-41.01,0.2010575735,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.4973181357,NA,NA,0.05741672784419,0.00651979442105,0.00870237646666667,NA,NA,NA,NA,62.4,NA,NA,0.02,76,36,112,90.4
"1647","RD071",2020-02-03,"2020",1899-12-31 14:00:00,-20.28,-43.03,0.1064122494,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2285564239,NA,NA,0.83862265738119,0.03817522597005,0.00541412996666667,NA,NA,NA,NA,42.8,NA,NA,0.05,64,62,126,172
"1648","RD072",2020-02-03,"2020",1899-12-31 15:15:00,-20.27,-42.92,0.2576003052,NA,NA,NA,0.0070740428,0.004,NA,NA,0.04,NA,NA,0.541711107,NA,NA,0.55526428307119,0.02569396828005,0.004,NA,NA,NA,NA,43.7,NA,NA,0.21,85,188,273,236
"1649","RD083",2020-02-05,"2020",1899-12-31 08:40:00,-19.1,-42.15,0.1874896197,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.3233661477,NA,NA,0.13943572971119,0.00691914264705,0.004,NA,NA,NA,NA,51.8,NA,NA,0.02,64,52,116,94.8
"1650","RD011",2020-03-02,"2020",1899-12-31 12:10:00,-20.29,-43.07,0.09702016911,NA,NA,NA,0.00944163366666667,0.004,NA,NA,0.04,NA,NA,0.1972474819,NA,NA,4.15469517114102,0.04220031613,0.0107943898333333,NA,NA,NA,NA,28,NA,NA,0.36,90,703,793,885
"1651","RD019",2020-03-03,"2020",1899-12-31 09:00:00,-20.02,-42.75,0.1983067462,NA,NA,NA,0.0148282236666667,0.004,NA,NA,0.04,NA,NA,0.2776399254,NA,NA,0.97856815004102,0.009851495889,0.0121004616333333,NA,NA,NA,NA,32.3,NA,NA,0.45,93,434,527,652
"1652","RD023",2020-03-03,"2020",1899-12-31 13:50:00,-19.76,-42.48,0.1639271996,NA,NA,NA,0.00869715916666667,0.004,NA,NA,0.04,NA,NA,0.3017578901,NA,NA,0.77318787868102,0.006632785416,0.00874063923333333,NA,NA,NA,NA,38.4,NA,NA,0.4,91,364,455,543
"1653","RD033",2020-03-04,"2020",1899-12-31 08:10:00,-19.33,-42.38,0.1871680814,NA,NA,NA,0.00884804726666667,0.004,NA,NA,0.04,NA,NA,0.3062453763,NA,NA,0.71178831265102,0.007378541243,0.0262242438333333,NA,NA,NA,NA,44.8,NA,NA,0.05,87,303,390,447
"1654","RD035",2020-03-03,"2020",1899-12-31 14:30:00,-19.49,-42.49,0.2168759954,NA,NA,NA,0.00652548911666667,0.004,NA,NA,0.04,NA,NA,0.3443991606,NA,NA,0.41102502411102,0.007680283127,0.0101151381833333,NA,NA,NA,NA,55.8,NA,NA,0.23,98,212,310,384
"1655","RD044",2020-03-04,"2020",1899-12-31 10:30:00,-18.88,-41.95,0.1750269352,NA,NA,NA,0.00781016041666667,0.004,NA,NA,0.04,NA,NA,0.2462375437,NA,NA,0.61620266150102,0.008846405735,0.00943198428333333,NA,NA,NA,NA,39.2,NA,NA,0.41,81,317,398,461
"1656","RD045",2020-03-04,"2020",1899-12-31 11:35:00,-18.86,-41.83,0.228083343,NA,NA,NA,0.00936534316666667,0.004,NA,NA,0.04,NA,NA,0.2903513745,NA,NA,0.72572676201102,0.006930623432,0.00808729533333333,NA,NA,NA,NA,40.8,NA,NA,0.18,83,320,403,463
"1657","RD053",2020-03-04,"2020",1899-12-31 13:45:00,-18.97,-41.65,0.1559113377,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2620602796,NA,NA,0.13951792396102,0.009921121065,0.004,NA,NA,NA,NA,46.1,NA,NA,0.18,100,145,245,329
"1658","RD058",2020-03-05,"2020",1899-12-31 08:30:00,-19.17,-41.46,0.2294716285,NA,NA,NA,0.00828478896666667,0.004,NA,NA,0.04,NA,NA,0.4315436041,NA,NA,0.48218359522102,0.006484901792,0.0225094734333333,NA,NA,NA,NA,45.3,NA,NA,0.37,85,387,472,440
"1659","RD059",2020-03-05,"2020",1899-12-31 09:40:00,-19.35,-41.24,0.3103914277,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.4190023124,NA,NA,0.15040262427102,0.009662585349,0.004,NA,NA,NA,NA,46.9,NA,NA,0.25,136,186,322,447
"1660","RD067",2020-03-05,"2020",1899-12-31 11:00:00,-19.51,-41.01,0.3209055191,NA,NA,NA,0.00584366676666667,0.004,NA,NA,0.04,NA,NA,0.4349822589,NA,NA,0.24623066240102,0.005097099761,0.0127106299833333,NA,NA,NA,NA,48.1,NA,NA,0.14,118,316,434,508
"1661","RD071",2020-03-02,"2020",1899-12-31 12:38:00,-20.28,-43.03,0.2738323745,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.3274640099,NA,NA,1.35248327294102,0.05927173723,0.00828510173333333,NA,NA,NA,NA,25.4,NA,NA,0.02,130,299,429,540
"1662","RD072",2020-03-02,"2020",1899-12-31 15:30:00,-20.27,-42.92,0.1846501082,NA,NA,NA,0.00663035816666667,0.004,NA,NA,0.04,NA,NA,0.3232728377,NA,NA,1.14447652234102,0.01494902172,0.0137916808333333,NA,NA,NA,NA,35.2,NA,NA,0.75,142,300,442,536
"1663","RD083",2020-03-04,"2020",1899-12-31 09:10:00,-19.1,-42.15,0.1606870979,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.382800052,NA,NA,0.16695079492102,0.01261438388,0.004,NA,NA,NA,NA,30.7,NA,NA,0.1,66,107,173,217
"1664","RD011",2020-05-06,"2020",1899-12-31 10:20:00,-20.29,-43.07,0.04426089411,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.345234046505,NA,NA,0.0806650376656667,0.030175,0.004,NA,NA,NA,NA,43.6,NA,NA,0.02,37,16,53,16.6
"1665","RD019",2020-05-07,"2020",1899-12-31 13:10:00,-20.02,-42.75,0.05174525857,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.518327458305,NA,NA,0.100876977105667,0.02286,0.004,NA,NA,NA,NA,47.1,NA,NA,0.1,53,22,75,30.9
"1666","RD023",2020-05-12,"2020",1899-12-31 14:20:00,-19.76,-42.48,0.05980404376,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.385668847205,NA,NA,0.101178028636667,0.00705,0.004,NA,NA,NA,NA,45.8,NA,NA,0.08,70,19,89,24.6
"1667","RD033",2020-05-18,"2020",1899-12-31 08:15:00,-19.33,-42.38,0.08128229831,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.342173981905,NA,NA,0.114012451237667,0.006855,0.004,NA,NA,NA,NA,66.7,NA,NA,0.09,85,22,107,54.7
"1668","RD035",2020-05-12,"2020",1899-12-31 16:10:00,-19.49,-42.49,0.05206070331,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.254383548405,NA,NA,0.193915656377667,0.02392,0.004,NA,NA,NA,NA,55.2,NA,NA,0.1,92,20,112,60.3
"1669","RD044",2020-05-18,"2020",1899-12-31 11:30:00,-18.88,-41.95,0.0733802763,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.319756570505,NA,NA,0.0932700711396667,0.01286,0.004,NA,NA,NA,NA,68.4,NA,NA,0.07,59,57,116,61.6
"1670","RD045",2020-05-18,"2020",1899-12-31 13:00:00,-18.86,-41.83,0.07384422215,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.386805443205,NA,NA,0.0729103192876667,0.00742,0.004,NA,NA,NA,NA,65.4,NA,NA,0.1,64,34,98,33.4
"1671","RD053",2020-05-20,"2020",1899-12-31 08:50:00,-18.97,-41.65,0.07244492367,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.426545647205,NA,NA,0.0587673111666667,0.004785,0.004,NA,NA,NA,NA,59.4,NA,NA,0.07,49,23,72,37.4
"1672","RD058",2020-05-20,"2020",1899-12-31 10:30:00,-19.17,-41.46,0.06840585476,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.313170138305,NA,NA,0.113783249077667,0.003,0.004,NA,NA,NA,NA,59.8,NA,NA,0.05,88,66,154,53.4
"1673","RD059",2020-05-20,"2020",1899-12-31 12:30:00,-19.35,-41.24,0.1010759502,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.398464132505,NA,NA,0.0464767420956667,0.004645,0.004,NA,NA,NA,NA,63.2,NA,NA,0.05,71,34,105,35.8
"1674","RD067",2020-05-20,"2020",1899-12-31 14:00:00,-19.51,-41.01,0.08184055387,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.270460604505,NA,NA,0.0214068821926667,0.003,0.004,NA,NA,NA,NA,67.8,NA,NA,0.06,77,26,103,43.4
"1675","RD071",2020-05-06,"2020",1899-12-31 11:00:00,-20.28,-43.03,0.03315434988,NA,NA,NA,0.005,0.005532355036,NA,NA,0.04,NA,NA,0.344709714805,NA,NA,0.142378920577667,0.018205,0.004,NA,NA,NA,NA,44,NA,NA,0.15,47,13,60,10.6
"1676","RD072",2020-05-06,"2020",1899-12-31 13:50:00,-20.27,-42.92,0.06013885798,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.5753684296,NA,NA,0.0547697567156667,0.012745,0.004,NA,NA,NA,NA,51.3,NA,NA,0.03,64,19,83,12.1
"1677","RD083",2020-05-18,"2020",1899-12-31 09:30:00,-19.1,-42.15,0.06904061664,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.407877475005,NA,NA,0.0460739457566667,0.01061,0.004,NA,NA,NA,NA,47.3,NA,NA,0.07,58,9,67,22.9
"1678","RD011",2020-06-01,"2020",1899-12-31 13:30:00,-20.29,-43.07,0.03485612272,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1741210175987,NA,NA,0.053497041554,0.02428,0.004,NA,NA,NA,NA,43.5,NA,NA,0.03,33,21,54,10.1
"1679","RD019",2020-06-02,"2020",1899-12-31 09:50:00,-20.02,-42.75,0.08170400339,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.3945610458987,NA,NA,0.0994209106,0.014915,0.004,NA,NA,NA,NA,47.8,NA,NA,0.05,39,19,58,26.7
"1680","RD023",2020-06-02,"2020",1899-12-31 12:00:00,-19.76,-42.48,0.1126268508,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.3830126410987,NA,NA,0.076217721217,0.005725,0.004,NA,NA,NA,NA,49.8,NA,NA,0.05,42,21,63,34.5
"1681","RD033",2020-06-02,"2020",1899-12-31 15:00:00,-19.33,-42.38,0.118230744,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.3646574095987,NA,NA,0.088590069546,0.008215,0.004,NA,NA,NA,NA,75.3,NA,NA,0.07,66,54,120,43
"1682","RD035",2020-06-02,"2020",1899-12-31 13:10:00,-19.49,-42.49,0.09472119233,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.3571155190987,NA,NA,0.107258834089,0.00856,0.004,NA,NA,NA,NA,57.2,NA,NA,0.06,70,21,91,34.5
"1683","RD044",2020-06-03,"2020",1899-12-31 10:00:00,-18.88,-41.95,0.1220278982,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.3623024486987,NA,NA,0.044742362313,0.011905,0.004,NA,NA,NA,NA,62.7,NA,NA,0.05,58,22,80,30.6
"1684","RD045",2020-06-03,"2020",1899-12-31 12:00:00,-18.86,-41.83,0.1329814521,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.3846009669987,NA,NA,0.035297902629,0.005375,0.004,NA,NA,NA,NA,60,NA,NA,0.04,54,14,68,28.3
"1685","RD053",2020-06-03,"2020",1899-12-31 14:00:00,-18.97,-41.65,0.129761304,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.3838099534987,NA,NA,0.044826236543,0.005245,0.004,NA,NA,NA,NA,70.5,NA,NA,0.06,49,36,85,33.1
"1686","RD058",2020-06-04,"2020",1899-12-31 08:50:00,-19.17,-41.46,0.1469172257,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.3190939647987,NA,NA,0.041443362235,0.003,0.004,NA,NA,NA,NA,66.7,NA,NA,0.05,45,27,72,36.4
"1687","RD059",2020-06-04,"2020",1899-12-31 10:20:00,-19.35,-41.24,0.1705011431,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.3975974629987,NA,NA,0.034568308577,0.003,0.004,NA,NA,NA,NA,69.1,NA,NA,0.1,56,22,78,33.4
"1688","RD067",2020-06-04,"2020",1899-12-31 11:30:00,-19.51,-41.01,0.1416947251,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.3628382384987,NA,NA,0.012844063628,0.003,0.004,NA,NA,NA,NA,69.8,NA,NA,0.04,50,6,56,27.2
"1689","RD071",2020-06-01,"2020",1899-12-31 14:10:00,-20.28,-43.03,0.03709239178,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2370140906987,NA,NA,0.051880759018,0.01616,0.004,NA,NA,NA,NA,44.7,NA,NA,0.02,32,16,48,7.95
"1690","RD072",2020-06-01,"2020",1899-12-31 15:30:00,-20.27,-42.92,0.05988369154,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.3562006444987,NA,NA,0.036490875036,0.00825,0.004,NA,NA,NA,NA,46.7,NA,NA,0.05,38,20,58,16.2
"1691","RD083",2020-06-03,"2020",1899-12-31 08:50:00,-19.1,-42.15,0.1078525721,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.3911865732987,NA,NA,0.041810201532,0.00533,0.004,NA,NA,NA,NA,60.4,NA,NA,0.05,41,28,69,30.1
"1692","RD011",2020-07-07,"2020",1899-12-31 09:40:00,-20.29,-43.07,0.051555497,NA,0.0334861579,4.2,0.005,0.004,NA,NA,0.04,NA,NA,0.2140165327,NA,2.4,0.0680216792,NA,0.004,NA,0.8072053353,2.698933878,NA,50.3,NA,NA,0.02,58,15,73,10.7
"1693","RD011",2020-08-03,"2020",1899-12-31 13:40:00,-20.29,-43.07,0.0377608747,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2201137084,NA,NA,0.0545553485,NA,0.004,NA,NA,NA,NA,61.7,NA,NA,0.02,38,2,40,7.52
"1694","RD011",2020-09-14,"2020",1899-12-31 10:30:00,-20.29,-43.07,0.0465399264,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2467474954,NA,NA,0.0494863956,NA,0.004,NA,NA,NA,NA,60.6,NA,NA,0.11,30,2,31,4.69
"1695","RD011",2020-10-06,"2020",1899-12-31 08:10:00,-20.29,-43.07,0.0318251376,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2376099228,NA,NA,0.0368669084,NA,0.004,NA,NA,NA,NA,62.5,NA,NA,0.05,44,3,47,3.57
"1696","RD011",2020-11-09,"2020",1899-12-31 11:00:00,-20.29,-43.07,0.0236269073,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.3062632767,NA,NA,0.2769721741,NA,0.004,NA,NA,NA,NA,54.4,NA,NA,0.05,38,21,59,29.7
"1697","RD011",2020-12-14,"2020",1899-12-31 12:20:00,-20.29,-43.07,0.0409474408,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1432698868,NA,NA,1.3409527621,NA,0.004,NA,NA,NA,NA,49.9,NA,NA,0.12,49,109,158,257
"1698","RD019",2020-07-09,"2020",1899-12-31 14:50:00,-20.02,-42.75,0.0553208055,NA,0.0204621818,3.5,0.005,0.004,NA,NA,0.04,NA,NA,0.2701329769,NA,2.2,0.0682666022,NA,0.004,NA,1.1337551877,3.43492513,NA,44.7,NA,NA,0.04,27,54,81,17.3
"1699","RD019",2020-08-04,"2020",1899-12-31 08:30:00,-20.02,-42.75,0.0328310895,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2584688807,NA,NA,0.0684173768,NA,0.004,NA,NA,NA,NA,59.2,NA,NA,0.05,30,6,36,11.9
"1700","RD019",2020-09-15,"2020",1899-12-31 08:40:00,-20.02,-42.75,0.0575509655,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2086015916,NA,NA,0.0624548548,NA,0.004,NA,NA,NA,NA,58.2,NA,NA,0.08,39,11,50,10.2
"1701","RD019",2020-10-08,"2020",1899-12-31 10:00:00,-20.02,-42.75,0.0347629885,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1341810001,NA,NA,0.0802296143,NA,0.004,NA,NA,NA,NA,53.5,NA,NA,0.09,46,8,54,7.69
"1702","RD019",2020-11-10,"2020",1899-12-31 08:20:00,-20.02,-42.75,0.0582462081,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.52,NA,NA,0.1333745871,NA,0.004,NA,NA,NA,NA,50.8,NA,NA,0.03,40,27,67,30.1
"1703","RD019",2020-12-15,"2020",1899-12-31 09:15:00,-20.02,-42.75,0.3440124686,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.759530671,NA,NA,0.5862422864,NA,0.004,NA,NA,NA,NA,43.3,NA,NA,0.44,79,134,213,202
"1704","RD023",2020-07-15,"2020",1899-12-31 08:30:00,-19.76,-42.48,0.0838387404,NA,0.0252778759,3.7,0.005,0.004,NA,NA,0.04,NA,NA,0.308854976,NA,2.2,0.081341788,NA,0.004,NA,1.2686226977,3.411494325,NA,50.1,NA,NA,0.05,33,46,79,23.2
"1705","RD023",2020-08-04,"2020",1899-12-31 10:20:00,-19.76,-42.48,0.0422328107,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2927157694,NA,NA,0.0725564169,NA,0.004,NA,NA,NA,NA,61.8,NA,NA,0.09,47,8,55,17.8
"1706","RD023",2020-09-15,"2020",1899-12-31 10:30:00,-19.76,-42.48,0.0605356364,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2194642484,NA,NA,0.043275603,NA,0.004,NA,NA,NA,NA,56.4,NA,NA,0.08,42,9,51,12.2
"1707","RD023",2020-10-14,"2020",1899-12-31 12:00:00,-19.76,-42.48,0.02,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1393033209,NA,NA,0.082657391,NA,0.004,NA,NA,NA,NA,63.3,NA,NA,0.04,42,16,58,19.7
"1708","RD023",2020-11-10,"2020",1899-12-31 10:45:00,-19.76,-42.48,0.0608023366,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.5780972294,NA,NA,0.1449431437,NA,0.004,NA,NA,NA,NA,54.9,NA,NA,0.03,46,36,82,54.1
"1709","RD023",2020-12-15,"2020",1899-12-31 11:10:00,-19.76,-42.48,0.2043993999,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.4025729353,NA,NA,0.4538022868,NA,0.004,NA,NA,NA,NA,47.5,NA,NA,0.15,57,135,192,181
"1710","RD033",2020-07-20,"2020",1899-12-31 09:30:00,-19.33,-42.38,0.0795877043,NA,0.023563395,4.4,0.005,0.004,NA,NA,0.04,NA,NA,0.2281061417,NA,2.7,0.0562892224,NA,0.004,NA,1.5782049617,7.639050442,NA,84.4,NA,NA,0.07,67,48,115,22.5
"1711","RD033",2020-08-04,"2020",1899-12-31 13:30:00,-19.33,-42.38,0.0626144751,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2223505065,NA,NA,0.0613404231,NA,0.004,NA,NA,NA,NA,89.8,NA,NA,0.07,45,26,71,21.6
"1712","RD033",2020-09-15,"2020",1899-12-31 14:00:00,-19.33,-42.38,0.0804019818,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1520792924,NA,NA,0.0438015063,NA,0.004,NA,NA,NA,NA,114,NA,NA,0.11,77,13,90,12.5
"1713","RD033",2020-10-19,"2020",1899-12-31 08:10:00,-19.33,-42.38,0.0856421042,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1649622038,NA,NA,0.0820285966,NA,0.004,NA,NA,NA,NA,119,NA,NA,0.1,68,19,87,32.4
"1714","RD033",2020-11-10,"2020",1899-12-31 13:35:00,-19.33,-42.38,0.1306180051,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.22031,NA,NA,0.1574883754,NA,0.004,NA,NA,NA,NA,96.6,NA,NA,0.09,100,14,114,67
"1715","RD033",2020-12-15,"2020",1899-12-31 13:30:00,-19.33,-42.38,0.1940841659,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.3396730074,NA,NA,0.4576939655,NA,0.004,NA,NA,NA,NA,65.4,NA,NA,0.2,89,164,253,184
"1716","RD035",2020-07-14,"2020",1899-12-31 14:50:00,-19.49,-42.49,0.0565594795,NA,0.0264830667,3.8,0.005,0.004,NA,NA,0.04,NA,NA,0.2515805246,NA,2.1,0.0816289319,NA,0.004,NA,1.3772886797,3.683887614,NA,53.2,NA,NA,0.05,54,36,90,22.3
"1717","RD035",2020-08-04,"2020",1899-12-31 11:20:00,-19.49,-42.49,0.0787684368,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2076626395,NA,NA,0.1091911835,NA,0.004,NA,NA,NA,NA,66.8,NA,NA,0.06,41,31,72,33.1
"1718","RD035",2020-09-15,"2020",1899-12-31 12:40:00,-19.49,-42.49,0.0739960627,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1788607465,NA,NA,0.0487798692,NA,0.004,NA,NA,NA,NA,64.1,NA,NA,0.1,42,26,68,14.6
